ID;name;age;note;position;photo;club;drapeau;taille;poids;prix;rarete
14934;E. Maciel;23;62;CDM;https://cdn.sofifa.com/players/252/188/20_120.png;https://cdn.sofifa.com/teams/111139/60.png;https://cdn.sofifa.com/flags/ar.png;"5'11""";154lbs;450000;Argent
14935;A. Lagos;18;56;RB;https://cdn.sofifa.com/players/252/192/20_120.png;https://cdn.sofifa.com/teams/111708/60.png;https://cdn.sofifa.com/flags/ar.png;"6'3""";181lbs;170000;Bronze
14936;C. Albornoz;19;54;CDM;https://cdn.sofifa.com/players/252/194/20_120.png;https://cdn.sofifa.com/teams/111708/60.png;https://cdn.sofifa.com/flags/ar.png;"6'0""";161lbs;140000;Bronze
14937;João Neto;17;60;CAM;https://cdn.sofifa.com/players/252/195/20_120.png;https://cdn.sofifa.com/teams/112809/60.png;https://cdn.sofifa.com/flags/br.png;"5'9""";141lbs;400000;Argent
14938;Diogo Sousa;21;66;GK;https://cdn.sofifa.com/players/252/200/20_120.png;https://cdn.sofifa.com/teams/237/60.png;https://cdn.sofifa.com/flags/pt.png;"6'5""";187lbs;925000;Argent
14939;A. Stanilewicz;20;63;CM;https://cdn.sofifa.com/players/252/201/20_120.png;https://cdn.sofifa.com/teams/110502/60.png;https://cdn.sofifa.com/flags/pl.png;"5'11""";154lbs;800000;Argent
14940;G. Bellodi;19;58;CB;https://cdn.sofifa.com/players/252/202/20_120.png;https://cdn.sofifa.com/teams/47/60.png;https://cdn.sofifa.com/flags/it.png;"6'2""";165lbs;220000;Bronze
14941;E. Bolaños;21;63;ST;https://cdn.sofifa.com/players/252/204/20_120.png;https://cdn.sofifa.com/teams/2023/60.png;https://cdn.sofifa.com/flags/co.png;"6'0""";161lbs;600000;Argent
14942;R. Yılmaz;19;63;LWB;https://cdn.sofifa.com/players/252/208/20_120.png;https://cdn.sofifa.com/teams/327/60.png;https://cdn.sofifa.com/flags/tr.png;"5'9""";148lbs;725000;Argent
14943;M. Rosołek;18;60;ST;https://cdn.sofifa.com/players/252/209/20_120.png;https://cdn.sofifa.com/teams/1871/60.png;https://cdn.sofifa.com/flags/pl.png;"6'0""";170lbs;425000;Argent
14944;Y. Kafkasyalı;22;52;GK;https://cdn.sofifa.com/players/252/214/20_120.png;https://cdn.sofifa.com/teams/101007/60.png;https://cdn.sofifa.com/flags/tr.png;"5'11""";172lbs;50000;Bronze
14945;D. Szelągowski;17;58;ST;https://cdn.sofifa.com/players/252/219/20_120.png;https://cdn.sofifa.com/teams/114326/60.png;https://cdn.sofifa.com/flags/pl.png;"5'9""";154lbs;250000;Bronze
14946;A. Stawiarz;17;50;ST;https://cdn.sofifa.com/players/252/222/20_120.png;https://cdn.sofifa.com/teams/110745/60.png;https://cdn.sofifa.com/flags/pl.png;"5'10""";152lbs;60000;Bronze
14947;A. Paluszek;19;57;CB;https://cdn.sofifa.com/players/252/223/20_120.png;https://cdn.sofifa.com/teams/420/60.png;https://cdn.sofifa.com/flags/pl.png;"6'3""";179lbs;210000;Bronze
14948;K. Kubica;20;58;CDM;https://cdn.sofifa.com/players/252/225/20_120.png;https://cdn.sofifa.com/teams/420/60.png;https://cdn.sofifa.com/flags/pl.png;"6'4""";181lbs;210000;Bronze
14949;F. Bloch;20;55;GK;https://cdn.sofifa.com/players/252/227/20_120.png;https://cdn.sofifa.com/teams/1809/60.png;https://cdn.sofifa.com/flags/fr.png;"6'3""";172lbs;130000;Bronze
14950;Gandoy;20;65;LB;https://cdn.sofifa.com/players/252/230/20_120.png;https://cdn.sofifa.com/teams/242/60.png;https://cdn.sofifa.com/flags/es.png;"5'10""";141lbs;875000;Argent
14951;S. Magkeev;21;64;CB;https://cdn.sofifa.com/players/252/235/20_120.png;https://cdn.sofifa.com/teams/100765/60.png;https://cdn.sofifa.com/flags/ru.png;"6'1""";168lbs;925000;Argent
14952;S. Bakaev;19;60;RW;https://cdn.sofifa.com/players/252/236/20_120.png;https://cdn.sofifa.com/teams/100767/60.png;https://cdn.sofifa.com/flags/ru.png;"5'10""";150lbs;450000;Argent
14953;A. Velasco;17;64;RM;https://cdn.sofifa.com/players/252/238/20_120.png;https://cdn.sofifa.com/teams/110093/60.png;https://cdn.sofifa.com/flags/ar.png;"5'6""";139lbs;900000;Argent
14954;L. González;20;60;CAM;https://cdn.sofifa.com/players/252/239/20_120.png;https://cdn.sofifa.com/teams/110093/60.png;https://cdn.sofifa.com/flags/ar.png;"5'7""";150lbs;450000;Argent
14955;A. Soñora;21;61;CAM;https://cdn.sofifa.com/players/252/240/20_120.png;https://cdn.sofifa.com/teams/110093/60.png;https://cdn.sofifa.com/flags/us.png;"5'7""";143lbs;400000;Argent
14956;D. Rouyard;20;55;GK;https://cdn.sofifa.com/players/252/241/20_120.png;https://cdn.sofifa.com/teams/59/60.png;https://cdn.sofifa.com/flags/fr.png;"6'4""";194lbs;130000;Bronze
14957;T. Oluwa;19;53;ST;https://cdn.sofifa.com/players/252/251/20_120.png;https://cdn.sofifa.com/teams/306/60.png;https://cdn.sofifa.com/flags/ie.png;"5'10""";181lbs;130000;Bronze
14958;L. Lukacevic;21;64;LB;https://cdn.sofifa.com/players/252/254/20_120.png;https://cdn.sofifa.com/teams/111821/60.png;https://cdn.sofifa.com/flags/at.png;"5'10""";154lbs;600000;Argent
14959;Barredo;16;60;GK;https://cdn.sofifa.com/players/252/255/20_120.png;https://cdn.sofifa.com/teams/2023/60.png;https://cdn.sofifa.com/flags/es.png;"5'10""";165lbs;275000;Argent
14960;R. Jalving;20;56;GK;https://cdn.sofifa.com/players/252/257/20_120.png;https://cdn.sofifa.com/teams/100628/60.png;https://cdn.sofifa.com/flags/nl.png;"6'4""";165lbs;120000;Bronze
14961;M. Talabidi;18;60;CB;https://cdn.sofifa.com/players/252/258/20_120.png;https://cdn.sofifa.com/teams/112172/60.png;https://cdn.sofifa.com/flags/de.png;"6'0""";159lbs;325000;Argent
14962;E. Millot;17;61;CAM;https://cdn.sofifa.com/players/252/259/20_120.png;https://cdn.sofifa.com/teams/69/60.png;https://cdn.sofifa.com/flags/fr.png;"5'9""";143lbs;400000;Argent
14963;P. Sturm;21;57;RM;https://cdn.sofifa.com/players/252/260/20_120.png;https://cdn.sofifa.com/teams/2017/60.png;https://cdn.sofifa.com/flags/at.png;"5'9""";150lbs;160000;Bronze
14964;H. Akujobi;20;64;CDM;https://cdn.sofifa.com/players/252/261/20_120.png;https://cdn.sofifa.com/teams/1913/60.png;https://cdn.sofifa.com/flags/ng.png;"5'9""";154lbs;625000;Argent
14965;E. Eyibil;19;59;CAM;https://cdn.sofifa.com/players/252/264/20_120.png;https://cdn.sofifa.com/teams/169/60.png;https://cdn.sofifa.com/flags/de.png;"5'9""";159lbs;325000;Bronze
14966;L. Ried;24;66;LM;https://cdn.sofifa.com/players/252/265/20_120.png;https://cdn.sofifa.com/teams/2017/60.png;https://cdn.sofifa.com/flags/at.png;"5'10""";148lbs;850000;Argent
14967;P. Cornud;23;66;LWB;https://cdn.sofifa.com/players/252/270/20_120.png;https://cdn.sofifa.com/teams/15021/60.png;https://cdn.sofifa.com/flags/fr.png;"5'10""";161lbs;900000;Argent
14968;N. Šipčić;25;69;CB;https://cdn.sofifa.com/players/252/275/20_120.png;https://cdn.sofifa.com/teams/260/60.png;https://cdn.sofifa.com/flags/rs.png;"6'4""";192lbs;1200000;Argent
14969;Raúl Prada;19;62;CB;https://cdn.sofifa.com/players/252/276/20_120.png;https://cdn.sofifa.com/teams/110827/60.png;https://cdn.sofifa.com/flags/es.png;"5'11""";150lbs;600000;Argent
14970;Park Dae Won;22;64;RB;https://cdn.sofifa.com/players/252/277/20_120.png;https://cdn.sofifa.com/teams/983/60.png;https://cdn.sofifa.com/flags/kr.png;"5'10""";168lbs;700000;Argent
14971;B. Nimaga;25;66;CB;https://cdn.sofifa.com/players/252/279/20_120.png;https://cdn.sofifa.com/teams/2017/60.png;https://cdn.sofifa.com/flags/ml.png;"6'2""";179lbs;750000;Argent
14972;Breno;20;63;LB;https://cdn.sofifa.com/players/252/282/20_120.png;https://cdn.sofifa.com/teams/1898/60.png;https://cdn.sofifa.com/flags/pt.png;"5'10""";148lbs;525000;Argent
14973;Rodrigo Freitas;21;64;CB;https://cdn.sofifa.com/players/252/286/20_120.png;https://cdn.sofifa.com/teams/10031/60.png;https://cdn.sofifa.com/flags/br.png;"6'2""";181lbs;675000;Argent
14974;Richard Rodrigues;20;67;CAM;https://cdn.sofifa.com/players/252/289/20_120.png;https://cdn.sofifa.com/teams/1889/60.png;https://cdn.sofifa.com/flags/br.png;"5'9""";152lbs;1400000;Argent
14975;S. Esposito;19;66;CM;https://cdn.sofifa.com/players/252/290/20_120.png;https://cdn.sofifa.com/teams/112791/60.png;https://cdn.sofifa.com/flags/it.png;"5'10""";154lbs;1200000;Argent
14976;Pedro Augusto;23;62;CDM;https://cdn.sofifa.com/players/252/291/20_120.png;https://cdn.sofifa.com/teams/112516/60.png;https://cdn.sofifa.com/flags/br.png;"5'11""";157lbs;450000;Argent
14977;I. Jakobs;20;69;LM;https://cdn.sofifa.com/players/252/293/20_120.png;https://cdn.sofifa.com/teams/31/60.png;https://cdn.sofifa.com/flags/de.png;"6'0""";174lbs;1900000;Argent
14978;L. Mack;20;57;CB;https://cdn.sofifa.com/players/252/295/20_120.png;https://cdn.sofifa.com/teams/36/60.png;https://cdn.sofifa.com/flags/de.png;"6'1""";168lbs;210000;Bronze
14979;O. Bias;18;60;RM;https://cdn.sofifa.com/players/252/297/20_120.png;https://cdn.sofifa.com/teams/112172/60.png;https://cdn.sofifa.com/flags/de.png;"5'5""";132lbs;300000;Argent
14980;M. Winter;18;56;CDM;https://cdn.sofifa.com/players/252/298/20_120.png;https://cdn.sofifa.com/teams/112172/60.png;https://cdn.sofifa.com/flags/de.png;"5'9""";154lbs;120000;Bronze
14981;J. Ruhner;18;58;LM;https://cdn.sofifa.com/players/252/299/20_120.png;https://cdn.sofifa.com/teams/112172/60.png;https://cdn.sofifa.com/flags/de.png;"5'9""";150lbs;170000;Bronze
14982;A. Rücker;18;58;CB;https://cdn.sofifa.com/players/252/300/20_120.png;https://cdn.sofifa.com/teams/112172/60.png;https://cdn.sofifa.com/flags/de.png;"6'1""";172lbs;150000;Bronze
14983;D. Fage;21;58;LM;https://cdn.sofifa.com/players/252/301/20_120.png;https://cdn.sofifa.com/teams/1920/60.png;https://cdn.sofifa.com/flags/fr.png;"5'10""";154lbs;170000;Bronze
14984;Y. Larouci;19;61;LB;https://cdn.sofifa.com/players/252/302/20_120.png;https://cdn.sofifa.com/teams/9/60.png;https://cdn.sofifa.com/flags/dz.png;"5'9""";152lbs;500000;Argent
14985;I. Zlatanović;22;66;ST;https://cdn.sofifa.com/players/252/304/20_120.png;https://cdn.sofifa.com/teams/100852/60.png;https://cdn.sofifa.com/flags/rs.png;"5'11""";165lbs;1000000;Argent
14986;A. Musrati;24;73;CDM;https://cdn.sofifa.com/players/252/308/20_120.png;https://cdn.sofifa.com/teams/1896/60.png;https://cdn.sofifa.com/flags/ly.png;"6'2""";183lbs;4900000;Argent
14987;C. Manzinga;24;60;ST;https://cdn.sofifa.com/players/252/309/20_120.png;https://cdn.sofifa.com/teams/83/60.png;https://cdn.sofifa.com/flags/fr.png;"6'0""";176lbs;275000;Argent
14988;Miguel Reisinho;21;60;CM;https://cdn.sofifa.com/players/252/310/20_120.png;https://cdn.sofifa.com/teams/1898/60.png;https://cdn.sofifa.com/flags/pt.png;"6'0""";172lbs;350000;Argent
14989;A. Candela;19;63;RB;https://cdn.sofifa.com/players/252/315/20_120.png;https://cdn.sofifa.com/teams/112410/60.png;https://cdn.sofifa.com/flags/it.png;"6'1""";174lbs;725000;Argent
14990;H. Ekdal;21;62;CB;https://cdn.sofifa.com/players/252/316/20_120.png;https://cdn.sofifa.com/teams/113458/60.png;https://cdn.sofifa.com/flags/se.png;"6'2""";168lbs;425000;Argent
14991;S. Șerban;20;61;LB;https://cdn.sofifa.com/players/252/321/20_120.png;https://cdn.sofifa.com/teams/100761/60.png;https://cdn.sofifa.com/flags/ro.png;"5'10""";141lbs;325000;Argent
14992;Riquelme;20;66;CAM;https://cdn.sofifa.com/players/252/324/20_120.png;https://cdn.sofifa.com/teams/240/60.png;https://cdn.sofifa.com/flags/es.png;"5'9""";146lbs;1400000;Argent
14993;Ismael;19;64;CAM;https://cdn.sofifa.com/players/252/325/20_120.png;https://cdn.sofifa.com/teams/463/60.png;https://cdn.sofifa.com/flags/es.png;"5'9""";163lbs;825000;Argent
14994;J. Sanabria;20;65;CAM;https://cdn.sofifa.com/players/252/326/20_120.png;https://cdn.sofifa.com/teams/240/60.png;https://cdn.sofifa.com/flags/uy.png;"5'8""";154lbs;1200000;Argent
14995;Manu Sánchez;19;70;LWB;https://cdn.sofifa.com/players/252/327/20_120.png;https://cdn.sofifa.com/teams/240/60.png;https://cdn.sofifa.com/flags/es.png;"5'10""";154lbs;2800000;Argent
14996;Y. Sasman;23;65;LB;https://cdn.sofifa.com/players/252/329/20_120.png;https://cdn.sofifa.com/teams/110929/60.png;https://cdn.sofifa.com/flags/za.png;"6'0""";174lbs;650000;Argent
14997;R. Burrell;19;54;ST;https://cdn.sofifa.com/players/252/330/20_120.png;https://cdn.sofifa.com/teams/12/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'1""";159lbs;150000;Bronze
14998;Tiago Djaló;20;68;CB;https://cdn.sofifa.com/players/252/339/20_120.png;https://cdn.sofifa.com/teams/65/60.png;https://cdn.sofifa.com/flags/pt.png;"6'3""";181lbs;1800000;Argent
14999;C. van den Berg;19;57;GK;https://cdn.sofifa.com/players/252/342/20_120.png;https://cdn.sofifa.com/teams/1907/60.png;https://cdn.sofifa.com/flags/nl.png;"6'1""";163lbs;140000;Bronze
15000;R. Zuijderwijk;19;59;CAM;https://cdn.sofifa.com/players/252/343/20_120.png;https://cdn.sofifa.com/teams/1907/60.png;https://cdn.sofifa.com/flags/nl.png;"5'9""";143lbs;325000;Bronze
15001;R. Hernández;30;50;CDM;https://cdn.sofifa.com/players/252/355/20_120.png;https://cdn.sofifa.com/teams/110145/60.png;https://cdn.sofifa.com/flags/mx.png;"5'8""";157lbs;25000;Bronze
15002;M. Aničić;30;65;CB;https://cdn.sofifa.com/players/252/368/20_120.png;https://cdn.sofifa.com/teams/101033/60.png;https://cdn.sofifa.com/flags/ba.png;"6'4""";190lbs;450000;Argent
15003;N. Silva;21;55;ST;https://cdn.sofifa.com/players/252/370/20_120.png;https://cdn.sofifa.com/teams/111327/60.png;https://cdn.sofifa.com/flags/cl.png;"5'6""";146lbs;120000;Bronze
15004;J. Bellingham;17;69;CAM;https://cdn.sofifa.com/players/252/371/20_120.png;https://cdn.sofifa.com/teams/22/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'11""";159lbs;2100000;Argent
15005;M. Bahlouli;20;63;CAM;https://cdn.sofifa.com/players/252/373/20_120.png;https://cdn.sofifa.com/teams/1837/60.png;https://cdn.sofifa.com/flags/fr.png;"5'8""";159lbs;800000;Argent
15006;Adrián Herrera;20;59;ST;https://cdn.sofifa.com/players/252/375/20_120.png;https://cdn.sofifa.com/teams/477/60.png;https://cdn.sofifa.com/flags/es.png;"5'10""";154lbs;275000;Bronze
15007;J. Knight;19;65;CAM;https://cdn.sofifa.com/players/252/376/20_120.png;https://cdn.sofifa.com/teams/91/60.png;https://cdn.sofifa.com/flags/ie.png;"5'9""";159lbs;1200000;Argent
15008;W. Bapaga;17;55;RW;https://cdn.sofifa.com/players/252/378/20_120.png;https://cdn.sofifa.com/teams/1800/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'9""";152lbs;170000;Bronze
15009;J. Bosch;20;59;RM;https://cdn.sofifa.com/players/252/382/20_120.png;https://cdn.sofifa.com/teams/1908/60.png;https://cdn.sofifa.com/flags/nl.png;"5'9""";168lbs;275000;Bronze
15010;R. Zerrouki;22;57;RM;https://cdn.sofifa.com/players/252/383/20_120.png;https://cdn.sofifa.com/teams/1908/60.png;https://cdn.sofifa.com/flags/nl.png;"6'0""";159lbs;160000;Bronze
15011;L. Tomlinson;19;51;CAM;https://cdn.sofifa.com/players/252/384/20_120.png;https://cdn.sofifa.com/teams/1962/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'9""";141lbs;60000;Bronze
15012;J. Sweeney;18;51;LB;https://cdn.sofifa.com/players/252/385/20_120.png;https://cdn.sofifa.com/teams/1958/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'10""";150lbs;70000;Bronze
15013;Carlos Kevin;19;59;ST;https://cdn.sofifa.com/players/252/386/20_120.png;https://cdn.sofifa.com/teams/110839/60.png;https://cdn.sofifa.com/flags/es.png;"5'10""";157lbs;325000;Bronze
15014;O. Turp;19;59;CB;https://cdn.sofifa.com/players/252/389/20_120.png;https://cdn.sofifa.com/teams/326/60.png;https://cdn.sofifa.com/flags/tr.png;"6'2""";181lbs;300000;Bronze
15015;M. Nilsson;20;56;CB;https://cdn.sofifa.com/players/252/390/20_120.png;https://cdn.sofifa.com/teams/112169/60.png;https://cdn.sofifa.com/flags/se.png;"6'0""";143lbs;190000;Bronze
15016;Rúben Fonseca;20;61;ST;https://cdn.sofifa.com/players/252/391/20_120.png;https://cdn.sofifa.com/teams/112516/60.png;https://cdn.sofifa.com/flags/pt.png;"6'2""";181lbs;550000;Argent
15017;Marcinho;25;63;ST;https://cdn.sofifa.com/players/252/397/20_120.png;https://cdn.sofifa.com/teams/112165/60.png;https://cdn.sofifa.com/flags/br.png;"5'8""";146lbs;475000;Argent
15018;J. Craenmehr;18;57;GK;https://cdn.sofifa.com/players/252/406/20_120.png;https://cdn.sofifa.com/teams/100651/60.png;https://cdn.sofifa.com/flags/nl.png;"6'4""";168lbs;180000;Bronze
15019;Jota Gonçalves;20;60;CB;https://cdn.sofifa.com/players/252/407/20_120.png;https://cdn.sofifa.com/teams/112516/60.png;https://cdn.sofifa.com/flags/pt.png;"6'1""";168lbs;300000;Argent
15020;F. Maistro;21;62;CM;https://cdn.sofifa.com/players/252/410/20_120.png;https://cdn.sofifa.com/teams/110373/60.png;https://cdn.sofifa.com/flags/it.png;"5'10""";154lbs;475000;Argent
15021;C. McKenna;22;53;CB;https://cdn.sofifa.com/players/252/412/20_120.png;https://cdn.sofifa.com/teams/184/60.png;https://cdn.sofifa.com/flags/gb-sct.png;"6'4""";176lbs;90000;Bronze
15022;Y. Samuel;21;53;ST;https://cdn.sofifa.com/players/252/417/20_120.png;https://cdn.sofifa.com/teams/112425/60.png;https://cdn.sofifa.com/flags/us.png;"6'0""";159lbs;90000;Bronze
15023;T. Parker;18;51;GK;https://cdn.sofifa.com/players/252/420/20_120.png;https://cdn.sofifa.com/teams/1923/60.png;https://cdn.sofifa.com/flags/gb-nir.png;"6'3""";176lbs;60000;Bronze
15024;S. Abdullah;21;60;LB;https://cdn.sofifa.com/players/252/424/20_120.png;https://cdn.sofifa.com/teams/111701/60.png;https://cdn.sofifa.com/flags/ae.png;"6'2""";146lbs;300000;Argent
15025;M. Mawa;23;64;ST;https://cdn.sofifa.com/players/252/434/20_120.png;https://cdn.sofifa.com/teams/922/60.png;https://cdn.sofifa.com/flags/no.png;"6'1""";161lbs;600000;Argent
15026;I. Jack;22;66;CDM;https://cdn.sofifa.com/players/252/436/20_120.png;https://cdn.sofifa.com/teams/922/60.png;https://cdn.sofifa.com/flags/ng.png;"6'2""";165lbs;950000;Argent
15027;K. Ofori;18;64;CAM;https://cdn.sofifa.com/players/252/438/20_120.png;https://cdn.sofifa.com/teams/110636/60.png;https://cdn.sofifa.com/flags/gh.png;"5'8""";159lbs;925000;Argent
15028;E. Del Prato;19;61;RM;https://cdn.sofifa.com/players/252/442/20_120.png;https://cdn.sofifa.com/teams/1844/60.png;https://cdn.sofifa.com/flags/it.png;"6'0""";163lbs;550000;Argent
15029;A. Šimunec;24;65;CB;https://cdn.sofifa.com/players/252/443/20_120.png;https://cdn.sofifa.com/teams/666/60.png;https://cdn.sofifa.com/flags/hr.png;"6'4""";190lbs;625000;Argent
15030;E. Tia;22;54;RM;https://cdn.sofifa.com/players/252/444/20_120.png;https://cdn.sofifa.com/teams/897/60.png;https://cdn.sofifa.com/flags/ci.png;"5'10""";152lbs;100000;Bronze
15031;U. Zengin;23;58;CB;https://cdn.sofifa.com/players/252/447/20_120.png;https://cdn.sofifa.com/teams/110776/60.png;https://cdn.sofifa.com/flags/tr.png;"5'11""";161lbs;160000;Bronze
15032;J. Leweling;19;67;RM;https://cdn.sofifa.com/players/252/448/20_120.png;https://cdn.sofifa.com/teams/165/60.png;https://cdn.sofifa.com/flags/de.png;"6'0""";190lbs;1600000;Argent
15033;H. Boyes;22;50;LWB;https://cdn.sofifa.com/players/252/450/20_120.png;https://cdn.sofifa.com/teams/1794/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'10""";161lbs;45000;Bronze
15034;M. Stefandl;21;58;ST;https://cdn.sofifa.com/players/252/452/20_120.png;https://cdn.sofifa.com/teams/485/60.png;https://cdn.sofifa.com/flags/de.png;"5'11""";170lbs;200000;Bronze
15035;H. Ortega;20;62;CB;https://cdn.sofifa.com/players/252/454/20_120.png;https://cdn.sofifa.com/teams/1882/60.png;https://cdn.sofifa.com/flags/mx.png;"6'3""";170lbs;625000;Argent
15036;M. Grim;23;57;GK;https://cdn.sofifa.com/players/252/458/20_120.png;https://cdn.sofifa.com/teams/1905/60.png;https://cdn.sofifa.com/flags/nl.png;"6'1""";168lbs;110000;Bronze
15037;M. Taabouni;18;64;CAM;https://cdn.sofifa.com/players/252/463/20_120.png;https://cdn.sofifa.com/teams/1906/60.png;https://cdn.sofifa.com/flags/nl.png;"5'10""";150lbs;925000;Argent
15038;A. Dallas;20;57;ST;https://cdn.sofifa.com/players/252/464/20_120.png;https://cdn.sofifa.com/teams/1944/60.png;https://cdn.sofifa.com/flags/gb-sct.png;"5'10""";174lbs;150000;Bronze
15039;D. Bouah;18;49;RB;https://cdn.sofifa.com/players/252/466/20_120.png;https://cdn.sofifa.com/teams/52/60.png;https://cdn.sofifa.com/flags/it.png;"5'10""";163lbs;60000;Bronze
15040;A. Toure;20;60;ST;https://cdn.sofifa.com/players/252/468/20_120.png;https://cdn.sofifa.com/teams/111393/60.png;https://cdn.sofifa.com/flags/au.png;"6'1""";181lbs;450000;Argent
15041;Matchoi Djaló;17;61;RM;https://cdn.sofifa.com/players/252/470/20_120.png;https://cdn.sofifa.com/teams/1892/60.png;https://cdn.sofifa.com/flags/pt.png;"5'9""";150lbs;500000;Argent
15042;A. Doughty;20;64;LWB;https://cdn.sofifa.com/players/252/483/20_120.png;https://cdn.sofifa.com/teams/89/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'9""";150lbs;800000;Argent
15043;S. Obeng;23;67;ST;https://cdn.sofifa.com/players/252/485/20_120.png;https://cdn.sofifa.com/teams/110827/60.png;https://cdn.sofifa.com/flags/gh.png;"6'0""";163lbs;1200000;Argent
15044;M. Adam;19;54;ST;https://cdn.sofifa.com/players/252/486/20_120.png;https://cdn.sofifa.com/teams/112427/60.png;https://cdn.sofifa.com/flags/sd.png;"5'10""";159lbs;130000;Bronze
15045;K. Sardella;18;66;RWB;https://cdn.sofifa.com/players/252/488/20_120.png;https://cdn.sofifa.com/teams/229/60.png;https://cdn.sofifa.com/flags/be.png;"5'10""";141lbs;1200000;Argent
15046;M. Kana;17;65;CDM;https://cdn.sofifa.com/players/252/489/20_120.png;https://cdn.sofifa.com/teams/229/60.png;https://cdn.sofifa.com/flags/be.png;"5'11""";148lbs;1000000;Argent
